episode_id,timestamp_ns,error,q0,q1,q2,q3,q4,q5,q6,q_path,q_etag,q_size,q_sha256,q_row_count,error_path,error_etag,error_size,error_sha256,error_row_count
000000000011,165715072642052,0,-0.0022860646713525057,-0.27875566482543945,-0.07223918288946152,-1.688177466392517,0.014714362099766731,1.5258845090866089,-0.047007448971271515,phail/v1.0/dataset/rollouts/000000000000/000000000011/robot_state.q.parquet,6398732535400d2dbb6f02b341933e4e,3125041,c4693601f4d2cd1e53c64029057adbcd3a3ac78017d711f997ae307d94999f9f,74812,phail/v1.0/dataset/rollouts/000000000000/000000000011/robot_state.error.parquet,428dfbb3af9ebf45961dc3dab3c77cc4,597479,8a5263ad24a859ef01452b087cb80e6cb837d3f67eed24707cf8a4a3e22390e6,74812
000000000012,165986777557176,0,-0.028999701142311096,-0.26722070574760437,-0.049354445189237595,-1.5993331670761108,-0.06055380403995514,1.451087474822998,0.006490588188171387,phail/v1.0/dataset/rollouts/000000000000/000000000012/robot_state.q.parquet,16e347eea508acb689eaf706a6504212,542770,ba13e9a5bc27b132b3a719bb549429cd1868f525ad633fa9148c92be802b6976,18739,phail/v1.0/dataset/rollouts/000000000000/000000000012/robot_state.error.parquet,83349de413ee553a941c6197756cf5ed,150915,8f63f85b552ca026e5c2bb5992d08cd3cf97ea33f124f4534ae5cabe2da4e4d8,18739
000000000013,166084803485279,0,-0.0101615646854043,-0.336452454328537,0.0011410232400521636,-1.6389036178588867,0.05164707824587822,1.4761590957641602,0.04369320720434189,phail/v1.0/dataset/rollouts/000000000000/000000000013/robot_state.q.parquet,5fb77561d159960d740d4ae9e19d2b31,3723694,fe4027ad96348af937d216215e62b90f5a95610322a1d54fe20bda9e2ed2dcc0,74666,phail/v1.0/dataset/rollouts/000000000000/000000000013/robot_state.error.parquet,ce268df2c661e9fe657f85a2c96c786a,596157,9b5f137ed60b47755062f266fc48561faf90d7e769c4ab31bbf9dc09761c32df,74666
000000000014,166363268773440,0,0.028560230508446693,-0.3020407557487488,-0.07650990039110184,-1.592832326889038,-0.006452490109950304,1.442870020866394,0.026789920404553413,phail/v1.0/dataset/rollouts/000000000000/000000000014/robot_state.q.parquet,8f2d94642ca05e5f643bd4a7e1d7c58f,3459638,616c60a5a9e312bd4d5e8e54f1470b0d67735e0e7c3f851dc6774ce74c3ed446,73448,phail/v1.0/dataset/rollouts/000000000000/000000000014/robot_state.error.parquet,a7794f65db097ad7d41ce4e12dabed65,586577,d73f2af4de902176e46a4a45c05411aba39ce02cb7e8cf69fe43268006f7e3e0,73448
000000000015,166636676580486,0,0.0071068997494876385,-0.28891754150390625,-0.07619314640760422,-1.7277754545211792,0.001022858894430101,1.4904084205627441,-0.023085230961441994,phail/v1.0/dataset/rollouts/000000000000/000000000015/robot_state.q.parquet,a53f93493c5922156795b1ea7e879091,3629173,dec14ce84f506dde4abfb7d463d8584c3e42abe603b1b397ba69480ba8cef16b,72606,phail/v1.0/dataset/rollouts/000000000000/000000000015/robot_state.error.parquet,6f3057774a7f072fe8916ef1a42649a8,580122,33ad69ee78c3d2414fd1e6024bc8243d47563af0318c93a8139140538ef69fed,72606
000000000016,166919279640012,0,0.01096993125975132,-0.2886331081390381,0.016326554119586945,-1.5932193994522095,0.06389439105987549,1.443458080291748,0.08991875499486923,phail/v1.0/dataset/rollouts/000000000000/000000000016/robot_state.q.parquet,de412aeb9f513f5954b2c1c84becd4f9,2280998,3612fc723e1e9f227a5f55188d5360e5fb51edb1b0887f4af6747c6044dcadb7,62803,phail/v1.0/dataset/rollouts/000000000000/000000000016/robot_state.error.parquet,f80a6f0b1d27fa3437781674a45ea68b,503979,fa695ba523b105ef00f016e674613f0fbfcd873f2e0d8f5fc4a4840f6e0326e2,62803
000000000017,167187860376297,0,0.017087483778595924,-0.35620999336242676,-0.07363780587911606,-1.6719084978103638,0.007209939882159233,1.608483076095581,-0.06824414432048798,phail/v1.0/dataset/rollouts/000000000000/000000000017/robot_state.q.parquet,31c57c4b345d45524801fd6f93e21644,2898468,b399e5dfe5445d8c3c2189cac85347a46fa7b3bcf33ae11d78d63b95e3702f52,58144,phail/v1.0/dataset/rollouts/000000000000/000000000017/robot_state.error.parquet,b94b154af406b68952f054ebbeaf13ac,466696,3a648d53dae454163a90c6a1b85245c648e1d164eca6d7bf888b0a5727441fb0,58144
000000000018,167587789381968,0,-0.0012056879932060838,-0.35146817564964294,0.013500799424946308,-1.6597678661346436,0.07081443816423416,1.4414583444595337,-0.003834577975794673,phail/v1.0/dataset/rollouts/000000000000/000000000018/robot_state.q.parquet,959f140a80fab9617fd223a5b91b549c,3147367,e76976d8efd74017483c2b6d6e0e74c41a1bd2e9ee8f325ac47e18da53b4d2db,73486,phail/v1.0/dataset/rollouts/000000000000/000000000018/robot_state.error.parquet,91128a89a0d423101e34ec2d156060ab,586903,1ea2d3747e8d6984a9d2dece3452e301da0570eef4adbd753c6b1d0f92fe6fcb,73486
000000000019,167858216384894,0,0.018853560090065002,-0.31724971532821655,-0.058549150824546814,-1.7254447937011719,0.08353062719106674,1.5906914472579956,-0.03620300441980362,phail/v1.0/dataset/rollouts/000000000000/000000000019/robot_state.q.parquet,cf80b2562a40b430ed106cbbbb22cd46,3513965,f691d76108d5627a4af8ba8899e1b762898350f0845b7d627486b54a11837dc4,70218,phail/v1.0/dataset/rollouts/000000000000/000000000019/robot_state.error.parquet,55d8f8d5902e6d7c68339ba6e7543785,562023,ed13f4f52d272839c0842e53442f920f1ffe8a40d03eff74688877aca3f808d5,70218
000000000020,168160769662478,0,0.005402952432632446,-0.3491402268409729,0.02494947798550129,-1.7025485038757324,0.024406446143984795,1.5423063039779663,0.0772210881114006,phail/v1.0/dataset/rollouts/000000000000/000000000020/robot_state.q.parquet,072da9c06b391dd20a5d45c2df9c5cbf,2940358,2d4dc84b10947554ce398f6b8f5a3894abb931c02d9e718f4e5c2f798d4a4324,58239,phail/v1.0/dataset/rollouts/000000000000/000000000020/robot_state.error.parquet,7d937c0be6f71c08c4ec1f126a254420,468356,85c005bd6312170777b470689e61a59e536be45bea5ff0360ed739a881c19863,58239
000000000021,168424947893095,0,0.02485949546098709,-0.28258711099624634,-0.06089699640870094,-1.6151485443115234,0.07003480195999146,1.5947712659835815,-0.06721793860197067,phail/v1.0/dataset/rollouts/000000000000/000000000021/robot_state.q.parquet,86602cd0eab9bde611ea2c927b4af0fc,1002410,5baaa86350aa6371e65c674843a6c8e2e8693fb213009b38c72265f91ee70349,22188,phail/v1.0/dataset/rollouts/000000000000/000000000021/robot_state.error.parquet,4339f2602bd61776c7a1ca629144d317,178464,669ef6a6456039e7b1d4b4fcfdc3ad6efda90596950ae62364a73aa81e36c9c0,22188
000000000022,168655993703431,0,0.003327880287542939,-0.2829642593860626,0.03170650079846382,-1.5782549381256104,-0.02321045473217964,1.5363184213638306,0.09273545444011688,phail/v1.0/dataset/rollouts/000000000000/000000000022/robot_state.q.parquet,caedc719ff2a34a375b74dc4c8d595ab,3574028,a3e9c8ff8d673108502dd1fdf8bb0ef7b4def3b395600eef5f89eb4f3b1bb970,71564,phail/v1.0/dataset/rollouts/000000000000/000000000022/robot_state.error.parquet,00c17e0379e8188760e2bdd139187840,572037,ffa25315ccd0762b17cf98ee43a2b60ee3729991ca19a2e6a780aba120fd21df,71564
000000000023,168925614455581,0,0.01685069501399994,-0.34325265884399414,0.005549321882426739,-1.661418080329895,0.0125031229108572,1.5342308282852173,-0.09251245111227036,phail/v1.0/dataset/rollouts/000000000000/000000000023/robot_state.q.parquet,fbf2f4e0e6ce1a60efcd5ecd89e16909,2881204,595a3279c9791d3167f2b8b8ceca64ff93408a41ec962c8091f5276d15d26b2d,58480,phail/v1.0/dataset/rollouts/000000000000/000000000023/robot_state.error.parquet,b93fe419a288c25ea46b65aa1042aac6,470291,7fa0e5b3e0687af2a4b4d0e3937f45b4143d27cc23f438e8ce7e7a48c8580490,58480
000000000024,169190972867838,0,-0.000781505077611655,-0.3261416554450989,-0.053856972604990005,-1.6992194652557373,-0.08913270384073257,1.5444531440734863,0.016276465728878975,phail/v1.0/dataset/rollouts/000000000000/000000000024/robot_state.q.parquet,fc45c8dd62fc2e41086c9e58c3954e10,3243782,7345fe85d8428303452d6b83c41a57e63d710e514525be026ebd7bb186f3d4e3,74856,phail/v1.0/dataset/rollouts/000000000000/000000000024/robot_state.error.parquet,3dbdbf300050bba5353a224bb8de0f8b,597735,45a30bcb1f22db808d490b35f36d7ed0a35e74a422edf19ef1404a89f7d76f24,74856
000000000025,169510625236935,0,0.010772081092000008,-0.3566066324710846,-0.046427980065345764,-1.6354212760925293,-0.04503662511706352,1.5266014337539673,-0.024118414148688316,phail/v1.0/dataset/rollouts/000000000000/000000000025/robot_state.q.parquet,07a51fceae26b30b9e96c4f0e1e846d5,3520621,fd8b18972ba447360046eb211bed07b2d1448f670360d473165c6622c518d056,71326,phail/v1.0/dataset/rollouts/000000000000/000000000025/robot_state.error.parquet,06c5af637ccdea0c3aa8f62e5147df32,570346,9bec510aa0c66c6fe445bb1dc9b97c94d2d4b7a3f29d95990bacf241c2116233,71326
000000000026,169790749090377,0,-0.01879117637872696,-0.2793402075767517,0.056532032787799835,-1.6031317710876465,0.07886139303445816,1.576276183128357,-0.08315850794315338,phail/v1.0/dataset/rollouts/000000000000/000000000026/robot_state.q.parquet,7400ab1c712c31922dd4aa8491b1e038,3552709,9a39c77d09c91127f47b1826c26640704311c39e34a4f544358d23e5bf799e46,71081,phail/v1.0/dataset/rollouts/000000000000/000000000026/robot_state.error.parquet,7b91b7dfa50a6602e2bd948a974605b9,568396,2f6383ff99b6340d0a7d26566fcc5b2e6f1874933c9bd405121a103c27f25fc1,71081
000000000027,170086939041618,0,0.005909007973968983,-0.3441242575645447,-0.0451088473200798,-1.7025123834609985,-0.08696037530899048,1.4382675886154175,-0.026355160400271416,phail/v1.0/dataset/rollouts/000000000000/000000000027/robot_state.q.parquet,2d27b421d7e16409cb1cdb8afcd0f08a,3628320,a23f4b20c60f5ec6225abd54a5a5ef5caed2fffe67641ba76020716b2426d6dd,72400,phail/v1.0/dataset/rollouts/000000000000/000000000027/robot_state.error.parquet,3475f4e5a6c654baeae789e4019703d1,578550,1d240daa6b877545b6029c6ff89593847d450dad5b0339a793e9cfcfa0daf0d0,72400
000000000028,170368333975181,0,0.029956430196762085,-0.2699275016784668,0.04188384488224983,-1.7020460367202759,-0.0564962774515152,1.5226984024047852,-0.09052541106939316,phail/v1.0/dataset/rollouts/000000000000/000000000028/robot_state.q.parquet,aa3409cb628eabd78da54f34b30f6a19,3722608,0b8c8724d745ed8a91a21e8bfd798e190b4126f0f3581a395b5c116367488809,74351,phail/v1.0/dataset/rollouts/000000000000/000000000028/robot_state.error.parquet,dc1fa1bf0cae68055f68b373f41d0b14,593800,b0e344c75eda42b07ab2f77cadcff232c901307e58b054220f462248a7858f57,74351
000000000029,170628451177546,0,-0.026046128943562508,-0.32298043370246887,0.07512606680393219,-1.6757208108901978,-0.04528253898024559,1.5832799673080444,-0.08707425743341446,phail/v1.0/dataset/rollouts/000000000000/000000000029/robot_state.q.parquet,9502edd224ab1039075e52c8c71df2d1,2858329,ca1d161fdc85b5aa1cceac5644e37ad5eb49045802a8800a7ce5a2ae9290618f,57069,phail/v1.0/dataset/rollouts/000000000000/000000000029/robot_state.error.parquet,6c4188f07b5a37dfe3e99838b263874f,458203,b5f1ddf2c03d32029b378d7bf22b2fd5c91c92f71de552d001f24a8c494488e7,57069
000000000030,170887260752742,0,-0.010764372535049915,-0.27466845512390137,0.063809834420681,-1.712550401687622,-0.07706086337566376,1.6167219877243042,0.08758901804685593,phail/v1.0/dataset/rollouts/000000000000/000000000030/robot_state.q.parquet,0fd960d04ec9639ef1f21ff43157ae2d,2941578,91f22b94af86125f380ae2b01a6af1362fdea6f3b6f97e103fa7d49f712988a9,58857,phail/v1.0/dataset/rollouts/000000000000/000000000030/robot_state.error.parquet,0c66cbc0b7eea4c114b89f2613f976b0,473083,66efc2fa9d69d7f84200d7d1c69ed98516f9576143f157d0309bce78762ea1b4,58857
000000000031,171545176470323,0,0.02018369361758232,-0.33800533413887024,0.06395643949508667,-1.5739996433258057,0.021845433861017227,1.6005820035934448,0.008354734629392624,phail/v1.0/dataset/rollouts/000000000000/000000000031/robot_state.q.parquet,0a5b0471ca59b9cb730daad0dbe39062,144394,8fa921a5b4b7bb2792f32b4c151744208486123057788c021318ec0adf733cd8,4014,phail/v1.0/dataset/rollouts/000000000000/000000000031/robot_state.error.parquet,0deb04fb91a4e0465ed4c58275013217,31823,b92497a0dc32bea5015d07a6ee57f8aacaf393720bcc9ce61bc91585569c613e,4014
000000000032,171648768095589,0,0.018989495933055878,-0.31581175327301025,0.06586416065692902,-1.6296356916427612,0.07329429686069489,1.541579246520996,-0.04484649747610092,phail/v1.0/dataset/rollouts/000000000000/000000000032/robot_state.q.parquet,f67bea7d6f59be7494272cdc3a5fdb5a,1499081,03df4f18f04aa1f00d0cd259d19aa79c15ad56859acbc68d032700f86e82c681,43210,phail/v1.0/dataset/rollouts/000000000000/000000000032/robot_state.error.parquet,f4eaea67a542bab7b9ab4cff8f934d11,346422,128aaf5bec4d1c59c4874fd797e947c2b30ec9eba0a8aa201feff8544d059fd9,43210
000000000033,171842951655196,0,-0.024866893887519836,-0.2697158753871918,-0.03882113844156265,-1.6042003631591797,-0.08318765461444855,1.5630053281784058,-0.09773752093315125,phail/v1.0/dataset/rollouts/000000000000/000000000033/robot_state.q.parquet,a223ee912d6b72c86e5ba0a2ea3b4c15,3444504,81b44f7f445ec156f74e99a62b6118d435febadd779ec1629871a3af55d07e13,73577,phail/v1.0/dataset/rollouts/000000000000/000000000033/robot_state.error.parquet,5cd5cbe88aed25ee95538f773a02c0d7,587371,714cd4bccffc6a0e8ea69ff9e58256261942e488ebd8de5f1c817718ca75eea4,73577
000000000034,172115438714223,0,0.016620229929685593,-0.31383270025253296,-0.03992975503206253,-1.6382567882537842,-0.013022784143686295,1.5585252046585083,0.08921817690134048,phail/v1.0/dataset/rollouts/000000000000/000000000034/robot_state.q.parquet,56dd1852a13b7a33c2829b323fe50567,3510970,3cf731db11ed73b17e91552bba44a353b7196d45784cdf0c21cab329b2b2ca5d,72658,phail/v1.0/dataset/rollouts/000000000000/000000000034/robot_state.error.parquet,13d0712a5b4e8a103f14690c3da12b62,580322,3bfec8aad1eb57f84ff690f3f7f78c0bab52c98e2ec9672b87b9f521e76cdb4a,72658
000000000035,172402193225768,0,0.01773662306368351,-0.3388736844062805,0.03981265425682068,-1.6361618041992188,0.014321940951049328,1.5290958881378174,0.08698742836713791,phail/v1.0/dataset/rollouts/000000000000/000000000035/robot_state.q.parquet,3b23f4c5b62a69551c0038da95784184,2789427,1bcd5ad451bc3fc636f61a654c3e6088dbaac0853557ce098e1d36656e03488a,58376,phail/v1.0/dataset/rollouts/000000000000/000000000035/robot_state.error.parquet,6b789e62aa92a6bda0b310bb4715aff6,469610,f60f2fbee7bbf4b23c67263adea3bfc3cab06b491a0e33d3ad1b4bc9766e6f80,58376
000000000036,172673392912451,0,0.022221805527806282,-0.28983116149902344,0.045043472200632095,-1.656627893447876,0.036829572170972824,1.5239083766937256,-0.07541466504335403,phail/v1.0/dataset/rollouts/000000000000/000000000036/robot_state.q.parquet,e270d4219174fd7183563c2a05b1b3b0,2937072,4b58d13a7489fec12861a4ded038e2abccc9e46d351764b1f5aaa7533a35105e,58985,phail/v1.0/dataset/rollouts/000000000000/000000000036/robot_state.error.parquet,af7a4139cc6cfa7e2550b6ed04a8219f,473935,573db8acbd32dbea9278fcc6186bc65f4d12dff81f910bcb4b03cc7a4207edea,58985
000000000037,172946625622931,0,-0.006026207469403744,-0.29825329780578613,-0.004897603299468756,-1.702209234237671,0.08644720166921616,1.4302443265914917,-0.005538688972592354,phail/v1.0/dataset/rollouts/000000000000/000000000037/robot_state.q.parquet,195aa9b49f473c749a2f135ea3dbc4b0,3083481,e6d93bb0abc8adf48d2bc89b2b16054bb2d05dedbbd0fd68097969eca6dd80e5,75418,phail/v1.0/dataset/rollouts/000000000000/000000000037/robot_state.error.parquet,a05d932273e3a25283f74b7d8aad15b9,602112,2fc5a52b26e3d3e364f6ebcd1d03ed9e652608d8859cfd237aa07ab976005947,75418
000000000038,173222863498836,0,-0.027357183396816254,-0.3032800555229187,0.009126749821007252,-1.6425241231918335,-0.08085659146308899,1.5648947954177856,0.08351130038499832,phail/v1.0/dataset/rollouts/000000000000/000000000038/robot_state.q.parquet,2b999666a627f7594e06ae5d9446d466,3668048,2bd6a6442223f2694a805cd3cd71b3152eb8218bbc2377fcadfba5a03948efa2,74184,phail/v1.0/dataset/rollouts/000000000000/000000000038/robot_state.error.parquet,271abbabeebb567257faead04767cede,592224,982e3718d34363eafbf435c5384970112ed66589ed198a5ee7cd873707ecc16e,74184
000000000039,173497863369148,0,0.02884349785745144,-0.31112343072891235,-0.02094685658812523,-1.71706223487854,0.06144126132130623,1.5145260095596313,-0.014199690893292427,phail/v1.0/dataset/rollouts/000000000000/000000000039/robot_state.q.parquet,30e785aacbde1b1cd3774d751044f628,3682688,996932cd1151f13ebb3aaf4370f31859b22284653cc46f72d09ced38724a7537,73676,phail/v1.0/dataset/rollouts/000000000000/000000000039/robot_state.error.parquet,e00de592746b1a8d1e011deaabdd72ae,587935,92e952b4c29a7fadfd17b68e94e3bef18b53b5cb44d9573a33c69f896a71f184,73676
000000000040,173784635500588,0,-0.004197410307824612,-0.2724359929561615,0.054364725947380066,-1.6663002967834473,0.08814024180173874,1.4691541194915771,0.015543042682111263,phail/v1.0/dataset/rollouts/000000000000/000000000040/robot_state.q.parquet,5720212c1589c6619e1b1f2e3af04fd8,3565066,87db4f3330b26740c3f4a289d68a05e445799fb8b643b98fd59a289f8e491d36,73361,phail/v1.0/dataset/rollouts/000000000000/000000000040/robot_state.error.parquet,efc16e27bc2dae8d59a70b682c8fdd68,585519,2942c021098871c03be0864a3240afd4516f81ba68affb173f416218443f8947,73361
000000000041,174049053592601,0,-0.02559889666736126,-0.3456093370914459,0.034120362251996994,-1.6899900436401367,-0.026880161836743355,1.5576175451278687,0.0023356080055236816,phail/v1.0/dataset/rollouts/000000000000/000000000041/robot_state.q.parquet,8398dd5e1977e7a12a8cf770652a25e9,2872410,6f5d8a0492e3cc4799bcf2b61df17495d84e33a3b252fb940904d9dbb904631a,58020,phail/v1.0/dataset/rollouts/000000000000/000000000041/robot_state.error.parquet,6333f503bc77c4f48758bda958406176,465293,309d3f9adf07940e444fb384ae9e189f1bbb5bdf2517228402e8d1bcff18c516,58020
000000000042,174356386268015,0,-0.01651577092707157,-0.2729407846927643,-0.02177201211452484,-1.617919921875,0.008632514625787735,1.5362154245376587,0.028436049818992615,phail/v1.0/dataset/rollouts/000000000000/000000000042/robot_state.q.parquet,f373c19a6912614085d4933ca1481124,3468470,122ddd2496abc2ad43690193b5742624c434b24a5c6f2a741e0dfbefb0de66f8,69206,phail/v1.0/dataset/rollouts/000000000000/000000000042/robot_state.error.parquet,8872071cba47c0f0ffa8616b8af4809c,553660,ded6d5d7837f105f65eedae3e1dd883cb8c7ea660a6e19b12a7d9ef0a8c0c2c4,69206
000000000043,174620612686813,0,-0.02863273397088051,-0.29761844873428345,0.07369482517242432,-1.6456772089004517,-0.08800963312387466,1.4815034866333008,-0.08714758604764938,phail/v1.0/dataset/rollouts/000000000000/000000000043/robot_state.q.parquet,4528110cfca31ba3263e047ae368c3dc,3262342,cc29b320ee4054127f2f3f11f8006ef22cf1d766c3646de04e08d597c2bc1394,75648,phail/v1.0/dataset/rollouts/000000000000/000000000043/robot_state.error.parquet,1e4847c69ad819bf75164aaddf98b1a1,603689,f82161217e85ef27ccee7605cf178136302a7e2fa52da6d941bb3ae1a691b4c3,75648
000000000044,174905307834701,0,-0.0039388397708535194,-0.3160957098007202,-0.0644548088312149,-1.6950955390930176,-0.09735677391290665,1.597562551498413,0.04349996894598007,phail/v1.0/dataset/rollouts/000000000000/000000000044/robot_state.q.parquet,f6b579ae03f437890166b84d88030e66,3619079,7f4e3777eadb96a43e3d3d365a3504f1ad5d337e733383ca976dd56392d78c10,72068,phail/v1.0/dataset/rollouts/000000000000/000000000044/robot_state.error.parquet,88dadf329114614e98990a819aa77c34,575832,d9abd851b2faacecf5303bd4be4c4118d2ef897e3394018e1e5196bd3be9d0d6,72068
000000000045,175494833955939,0,-0.0014068630989640951,-0.3038393259048462,-0.05426068976521492,-1.6759003400802612,-0.06353987753391266,1.615801215171814,-0.09479928016662598,phail/v1.0/dataset/rollouts/000000000000/000000000045/robot_state.q.parquet,116e7a61279959ab080098e80c937176,3448270,498ca12d77a0023101e9dcca0acec1495ba6b3f3ebbebe11bd09b53c903c5a40,70121,phail/v1.0/dataset/rollouts/000000000000/000000000045/robot_state.error.parquet,59863e0e891cf478af19ca909a9dcfc5,560990,fa95e63a66260b027b94e49959598cd11f8e86e82facc66f344581460b0ea33f,70121
