episode_id,signal,path,etag,advertised_size,byte_count,sha256,row_count,schema_sha256
000000000005,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000005/robot_state.error.parquet,cd925a4486cc099070c299392259a18a,499474,499474,233bc2e9a94f3ef3938cb7a24d8d18c84f69947592e396799331e8ccee0c9a86,62226,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000005,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000005/robot_state.q.parquet,ec8518fca1f0d4efe398055dd8e1b12a,2967983,2967983,aac59ddbd9be026d16674322fdb6cf2b58c8fb7c097eef009dce2fe5d579c2a3,62226,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000006,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000006/robot_state.error.parquet,fb5af2ee613e6ebea48d4f62580f5431,36905,36905,a7a098f398d1be9b55b89568870712927600bca230975f711b8b97665d95ca2d,4612,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000006,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000006/robot_state.q.parquet,909c8ec065f6ecece6d19aec75438afe,167011,167011,0bc80211d07f9ce2b5ac602ccc919cf6ea8686ca52bab5d6973b87c0574f9520,4612,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000007,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000007/robot_state.error.parquet,f3478fef6e8fac4266444fc0a5f4a5f3,504933,504933,d9cdf0e3646685d782c6841672fcf233e3d3e7130652e2964e0dfc673e57bc77,62935,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000007,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000007/robot_state.q.parquet,bb55296aeea0d7b91a182cf21f2c0c27,2327740,2327740,129c344cbbaafa25fa7d1986f91c7fb940516270aeee07bd3e55ce4e1982abaa,62935,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000008,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000008/robot_state.error.parquet,5e6c6cbbd90dcbd13f67be8d7e6b0d03,589434,589434,4403de1fdada2010cb2c82b2b2d82eb93ce7499f8c8c2821a4b4b61567a293a8,73838,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000008,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000008/robot_state.q.parquet,cb0018c67c5215a7252a0bd267f86bb2,3703673,3703673,bb85c8cfea22154e4f2f857e20f90e2a76c7b0e93d3c2df6428e9feb07b597ac,73838,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000009,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000009/robot_state.error.parquet,8e351538d3903e692970333a0f347dae,597490,597490,540ba33905b9c4ec625aa22f480ff6273a3cd791f0e5b2ab9a7bb68373be53d9,74829,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000009,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000009/robot_state.q.parquet,795cc6545501704801e32b2466d05784,3613360,3613360,1484cbb9c8c6cd674804be8d42289cf510c2286a54a024a34735203c4313fb8c,74829,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000010,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000010/robot_state.error.parquet,6c2effd56ba67bc671f105fda44696c7,640911,640911,89bc23dd77295178ca552a3cbc1c070802ebd114f8684f3eddb8472906455ae8,80324,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000010,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000010/robot_state.q.parquet,1653a2087cc79293c36d147c71d32259,3971663,3971663,827293b26260b118020a8b76d788558851ed9518f95dd064a0340cc7d3fa691c,80324,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000011,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000011/robot_state.error.parquet,428dfbb3af9ebf45961dc3dab3c77cc4,597479,597479,8a5263ad24a859ef01452b087cb80e6cb837d3f67eed24707cf8a4a3e22390e6,74812,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000011,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000011/robot_state.q.parquet,6398732535400d2dbb6f02b341933e4e,3125041,3125041,c4693601f4d2cd1e53c64029057adbcd3a3ac78017d711f997ae307d94999f9f,74812,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000012,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000012/robot_state.error.parquet,83349de413ee553a941c6197756cf5ed,150915,150915,8f63f85b552ca026e5c2bb5992d08cd3cf97ea33f124f4534ae5cabe2da4e4d8,18739,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000012,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000012/robot_state.q.parquet,16e347eea508acb689eaf706a6504212,542770,542770,ba13e9a5bc27b132b3a719bb549429cd1868f525ad633fa9148c92be802b6976,18739,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000013,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000013/robot_state.error.parquet,ce268df2c661e9fe657f85a2c96c786a,596157,596157,9b5f137ed60b47755062f266fc48561faf90d7e769c4ab31bbf9dc09761c32df,74666,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000013,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000013/robot_state.q.parquet,5fb77561d159960d740d4ae9e19d2b31,3723694,3723694,fe4027ad96348af937d216215e62b90f5a95610322a1d54fe20bda9e2ed2dcc0,74666,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000014,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000014/robot_state.error.parquet,a7794f65db097ad7d41ce4e12dabed65,586577,586577,d73f2af4de902176e46a4a45c05411aba39ce02cb7e8cf69fe43268006f7e3e0,73448,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000014,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000014/robot_state.q.parquet,8f2d94642ca05e5f643bd4a7e1d7c58f,3459638,3459638,616c60a5a9e312bd4d5e8e54f1470b0d67735e0e7c3f851dc6774ce74c3ed446,73448,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000015,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000015/robot_state.error.parquet,6f3057774a7f072fe8916ef1a42649a8,580122,580122,33ad69ee78c3d2414fd1e6024bc8243d47563af0318c93a8139140538ef69fed,72606,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000015,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000015/robot_state.q.parquet,a53f93493c5922156795b1ea7e879091,3629173,3629173,dec14ce84f506dde4abfb7d463d8584c3e42abe603b1b397ba69480ba8cef16b,72606,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000016,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000016/robot_state.error.parquet,f80a6f0b1d27fa3437781674a45ea68b,503979,503979,fa695ba523b105ef00f016e674613f0fbfcd873f2e0d8f5fc4a4840f6e0326e2,62803,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000016,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000016/robot_state.q.parquet,de412aeb9f513f5954b2c1c84becd4f9,2280998,2280998,3612fc723e1e9f227a5f55188d5360e5fb51edb1b0887f4af6747c6044dcadb7,62803,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000017,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000017/robot_state.error.parquet,b94b154af406b68952f054ebbeaf13ac,466696,466696,3a648d53dae454163a90c6a1b85245c648e1d164eca6d7bf888b0a5727441fb0,58144,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000017,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000017/robot_state.q.parquet,31c57c4b345d45524801fd6f93e21644,2898468,2898468,b399e5dfe5445d8c3c2189cac85347a46fa7b3bcf33ae11d78d63b95e3702f52,58144,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000018,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000018/robot_state.error.parquet,91128a89a0d423101e34ec2d156060ab,586903,586903,1ea2d3747e8d6984a9d2dece3452e301da0570eef4adbd753c6b1d0f92fe6fcb,73486,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000018,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000018/robot_state.q.parquet,959f140a80fab9617fd223a5b91b549c,3147367,3147367,e76976d8efd74017483c2b6d6e0e74c41a1bd2e9ee8f325ac47e18da53b4d2db,73486,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000019,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000019/robot_state.error.parquet,55d8f8d5902e6d7c68339ba6e7543785,562023,562023,ed13f4f52d272839c0842e53442f920f1ffe8a40d03eff74688877aca3f808d5,70218,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000019,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000019/robot_state.q.parquet,cf80b2562a40b430ed106cbbbb22cd46,3513965,3513965,f691d76108d5627a4af8ba8899e1b762898350f0845b7d627486b54a11837dc4,70218,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000020,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000020/robot_state.error.parquet,7d937c0be6f71c08c4ec1f126a254420,468356,468356,85c005bd6312170777b470689e61a59e536be45bea5ff0360ed739a881c19863,58239,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000020,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000020/robot_state.q.parquet,072da9c06b391dd20a5d45c2df9c5cbf,2940358,2940358,2d4dc84b10947554ce398f6b8f5a3894abb931c02d9e718f4e5c2f798d4a4324,58239,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000021,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000021/robot_state.error.parquet,4339f2602bd61776c7a1ca629144d317,178464,178464,669ef6a6456039e7b1d4b4fcfdc3ad6efda90596950ae62364a73aa81e36c9c0,22188,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000021,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000021/robot_state.q.parquet,86602cd0eab9bde611ea2c927b4af0fc,1002410,1002410,5baaa86350aa6371e65c674843a6c8e2e8693fb213009b38c72265f91ee70349,22188,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000022,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000022/robot_state.error.parquet,00c17e0379e8188760e2bdd139187840,572037,572037,ffa25315ccd0762b17cf98ee43a2b60ee3729991ca19a2e6a780aba120fd21df,71564,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000022,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000022/robot_state.q.parquet,caedc719ff2a34a375b74dc4c8d595ab,3574028,3574028,a3e9c8ff8d673108502dd1fdf8bb0ef7b4def3b395600eef5f89eb4f3b1bb970,71564,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000023,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000023/robot_state.error.parquet,b93fe419a288c25ea46b65aa1042aac6,470291,470291,7fa0e5b3e0687af2a4b4d0e3937f45b4143d27cc23f438e8ce7e7a48c8580490,58480,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000023,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000023/robot_state.q.parquet,fbf2f4e0e6ce1a60efcd5ecd89e16909,2881204,2881204,595a3279c9791d3167f2b8b8ceca64ff93408a41ec962c8091f5276d15d26b2d,58480,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000024,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000024/robot_state.error.parquet,3dbdbf300050bba5353a224bb8de0f8b,597735,597735,45a30bcb1f22db808d490b35f36d7ed0a35e74a422edf19ef1404a89f7d76f24,74856,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000024,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000024/robot_state.q.parquet,fc45c8dd62fc2e41086c9e58c3954e10,3243782,3243782,7345fe85d8428303452d6b83c41a57e63d710e514525be026ebd7bb186f3d4e3,74856,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000025,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000025/robot_state.error.parquet,06c5af637ccdea0c3aa8f62e5147df32,570346,570346,9bec510aa0c66c6fe445bb1dc9b97c94d2d4b7a3f29d95990bacf241c2116233,71326,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000025,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000025/robot_state.q.parquet,07a51fceae26b30b9e96c4f0e1e846d5,3520621,3520621,fd8b18972ba447360046eb211bed07b2d1448f670360d473165c6622c518d056,71326,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000026,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000026/robot_state.error.parquet,7b91b7dfa50a6602e2bd948a974605b9,568396,568396,2f6383ff99b6340d0a7d26566fcc5b2e6f1874933c9bd405121a103c27f25fc1,71081,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000026,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000026/robot_state.q.parquet,7400ab1c712c31922dd4aa8491b1e038,3552709,3552709,9a39c77d09c91127f47b1826c26640704311c39e34a4f544358d23e5bf799e46,71081,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000027,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000027/robot_state.error.parquet,3475f4e5a6c654baeae789e4019703d1,578550,578550,1d240daa6b877545b6029c6ff89593847d450dad5b0339a793e9cfcfa0daf0d0,72400,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000027,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000027/robot_state.q.parquet,2d27b421d7e16409cb1cdb8afcd0f08a,3628320,3628320,a23f4b20c60f5ec6225abd54a5a5ef5caed2fffe67641ba76020716b2426d6dd,72400,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000028,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000028/robot_state.error.parquet,dc1fa1bf0cae68055f68b373f41d0b14,593800,593800,b0e344c75eda42b07ab2f77cadcff232c901307e58b054220f462248a7858f57,74351,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000028,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000028/robot_state.q.parquet,aa3409cb628eabd78da54f34b30f6a19,3722608,3722608,0b8c8724d745ed8a91a21e8bfd798e190b4126f0f3581a395b5c116367488809,74351,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000029,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000029/robot_state.error.parquet,6c4188f07b5a37dfe3e99838b263874f,458203,458203,b5f1ddf2c03d32029b378d7bf22b2fd5c91c92f71de552d001f24a8c494488e7,57069,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000029,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000029/robot_state.q.parquet,9502edd224ab1039075e52c8c71df2d1,2858329,2858329,ca1d161fdc85b5aa1cceac5644e37ad5eb49045802a8800a7ce5a2ae9290618f,57069,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000030,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000030/robot_state.error.parquet,0c66cbc0b7eea4c114b89f2613f976b0,473083,473083,66efc2fa9d69d7f84200d7d1c69ed98516f9576143f157d0309bce78762ea1b4,58857,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000030,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000030/robot_state.q.parquet,0fd960d04ec9639ef1f21ff43157ae2d,2941578,2941578,91f22b94af86125f380ae2b01a6af1362fdea6f3b6f97e103fa7d49f712988a9,58857,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000031,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000031/robot_state.error.parquet,0deb04fb91a4e0465ed4c58275013217,31823,31823,b92497a0dc32bea5015d07a6ee57f8aacaf393720bcc9ce61bc91585569c613e,4014,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000031,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000031/robot_state.q.parquet,0a5b0471ca59b9cb730daad0dbe39062,144394,144394,8fa921a5b4b7bb2792f32b4c151744208486123057788c021318ec0adf733cd8,4014,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000032,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000032/robot_state.error.parquet,f4eaea67a542bab7b9ab4cff8f934d11,346422,346422,128aaf5bec4d1c59c4874fd797e947c2b30ec9eba0a8aa201feff8544d059fd9,43210,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000032,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000032/robot_state.q.parquet,f67bea7d6f59be7494272cdc3a5fdb5a,1499081,1499081,03df4f18f04aa1f00d0cd259d19aa79c15ad56859acbc68d032700f86e82c681,43210,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000033,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000033/robot_state.error.parquet,5cd5cbe88aed25ee95538f773a02c0d7,587371,587371,714cd4bccffc6a0e8ea69ff9e58256261942e488ebd8de5f1c817718ca75eea4,73577,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000033,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000033/robot_state.q.parquet,a223ee912d6b72c86e5ba0a2ea3b4c15,3444504,3444504,81b44f7f445ec156f74e99a62b6118d435febadd779ec1629871a3af55d07e13,73577,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000034,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000034/robot_state.error.parquet,13d0712a5b4e8a103f14690c3da12b62,580322,580322,3bfec8aad1eb57f84ff690f3f7f78c0bab52c98e2ec9672b87b9f521e76cdb4a,72658,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000034,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000034/robot_state.q.parquet,56dd1852a13b7a33c2829b323fe50567,3510970,3510970,3cf731db11ed73b17e91552bba44a353b7196d45784cdf0c21cab329b2b2ca5d,72658,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000035,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000035/robot_state.error.parquet,6b789e62aa92a6bda0b310bb4715aff6,469610,469610,f60f2fbee7bbf4b23c67263adea3bfc3cab06b491a0e33d3ad1b4bc9766e6f80,58376,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000035,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000035/robot_state.q.parquet,3b23f4c5b62a69551c0038da95784184,2789427,2789427,1bcd5ad451bc3fc636f61a654c3e6088dbaac0853557ce098e1d36656e03488a,58376,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000036,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000036/robot_state.error.parquet,af7a4139cc6cfa7e2550b6ed04a8219f,473935,473935,573db8acbd32dbea9278fcc6186bc65f4d12dff81f910bcb4b03cc7a4207edea,58985,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000036,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000036/robot_state.q.parquet,e270d4219174fd7183563c2a05b1b3b0,2937072,2937072,4b58d13a7489fec12861a4ded038e2abccc9e46d351764b1f5aaa7533a35105e,58985,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000037,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000037/robot_state.error.parquet,a05d932273e3a25283f74b7d8aad15b9,602112,602112,2fc5a52b26e3d3e364f6ebcd1d03ed9e652608d8859cfd237aa07ab976005947,75418,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000037,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000037/robot_state.q.parquet,195aa9b49f473c749a2f135ea3dbc4b0,3083481,3083481,e6d93bb0abc8adf48d2bc89b2b16054bb2d05dedbbd0fd68097969eca6dd80e5,75418,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000038,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000038/robot_state.error.parquet,271abbabeebb567257faead04767cede,592224,592224,982e3718d34363eafbf435c5384970112ed66589ed198a5ee7cd873707ecc16e,74184,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000038,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000038/robot_state.q.parquet,2b999666a627f7594e06ae5d9446d466,3668048,3668048,2bd6a6442223f2694a805cd3cd71b3152eb8218bbc2377fcadfba5a03948efa2,74184,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000039,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000039/robot_state.error.parquet,e00de592746b1a8d1e011deaabdd72ae,587935,587935,92e952b4c29a7fadfd17b68e94e3bef18b53b5cb44d9573a33c69f896a71f184,73676,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000039,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000039/robot_state.q.parquet,30e785aacbde1b1cd3774d751044f628,3682688,3682688,996932cd1151f13ebb3aaf4370f31859b22284653cc46f72d09ced38724a7537,73676,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000040,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000040/robot_state.error.parquet,efc16e27bc2dae8d59a70b682c8fdd68,585519,585519,2942c021098871c03be0864a3240afd4516f81ba68affb173f416218443f8947,73361,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000040,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000040/robot_state.q.parquet,5720212c1589c6619e1b1f2e3af04fd8,3565066,3565066,87db4f3330b26740c3f4a289d68a05e445799fb8b643b98fd59a289f8e491d36,73361,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000041,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000041/robot_state.error.parquet,6333f503bc77c4f48758bda958406176,465293,465293,309d3f9adf07940e444fb384ae9e189f1bbb5bdf2517228402e8d1bcff18c516,58020,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
000000000041,robot_state.q,phail/v1.0/dataset/rollouts/000000000000/000000000041/robot_state.q.parquet,8398dd5e1977e7a12a8cf770652a25e9,2872410,2872410,6f5d8a0492e3cc4799bcf2b61df17495d84e33a3b252fb940904d9dbb904631a,58020,9e13c431dee7465558b1feeef41eef2ad7319759af69cafa198766c393e70521
000000000042,robot_state.error,phail/v1.0/dataset/rollouts/000000000000/000000000042/robot_state.error.parquet,8872071cba47c0f0ffa8616b8af4809c,553660,553660,ded6d5d7837f105f65eedae3e1dd883cb8c7ea660a6e19b12a7d9ef0a8c0c2c4,69206,d853e68515397e9949f0cd49d1291a712ed3bafaa71afb20873e5354f92d3743
